"Id","Player","FantPt","Season","Age","Team","G","GS","FantPt","PPR","FantPt","PPR/G","Pos"
1893,"Zachary Thomas","0.0",2024,26,"HOU,NWE",14,0,"0.0","0.0","0.00","0.00","OT"
1894,"Stantley Thomas-Oliver","0.0",2024,26,"DET",1,0,"0.0","0.0","0.00","0.00","CB"
1895,"Deven Thompkins","2.7",2024,25,"CAR",7,0,"2.7","6.7","0.39","0.96","WR"
1896,"Cody Thompson","0.0",2024,28,"TAM",1,0,"0.0","0.0","0.00","0.00","WR"
1897,"Jalen Thompson","0.0",2024,26,"ARI",15,15,"0.0","0.0","0.00","0.00","SS"
1898,"Shaq Thompson","0.0",2024,30,"CAR",4,4,"0.0","0.0","0.00","0.00","LB"
1899,"Skylar Thompson","7.9",2024,27,"MIA",3,1,"7.9","7.9","2.63","2.63","QB"
1900,"Dorian Thompson-Robinson","15.8",2024,25,"CLE",7,2,"15.8","15.8","2.26","2.26","QB"
1901,"Juan Thornhill","0.0",2024,29,"CLE",11,11,"0.0","0.0","0.00","0.00","FS"
1902,"Tyquan Thornton","4.7",2024,24,"NWE",6,1,"4.7","8.7","0.78","1.45","WR"
1903,"Jamari Thrash","2.2",2024,24,"CLE",9,0,"2.2","5.2","0.24","0.58","WR"
1904,"Calvin Throckmorton","0.0",2024,28,"DEN",2,0,"0.0","0.0","0.00","0.00","OG"
1905,"Joe Thuney","0.0",2024,32,"KAN",17,17,"0.0","0.0","0.00","0.00","LG"
1906,"Nick Thurman","0.0",2024,29,"CAR",9,4,"0.0","0.0","0.00","0.00","DT"
1907,"Jerry Tillery","0.0",2024,28,"MIN",17,11,"0.0","0.0","0.00","0.00","LDE"
1908,"Cedric Tillman","51.4",2024,24,"CLE",11,6,"51.4","80.4","4.67","7.31","WR"
1909,"Dondrea Tillman","0.0",2024,26,"DEN",12,0,"0.0","0.0","0.00","0.00","OLB"
1910,"Channing Tindall","0.0",2024,24,"MIA",11,0,"0.0","0.0","0.00","0.00","LB"
1911,"Joe Tippmann","0.0",2024,23,"NYJ",17,17,"0.0","0.0","0.00","0.00","C"
1912,"Mason Tipton","9.9",2024,24,"NOR",11,1,"9.9","23.9","0.9","2.17","WR"
1913,"Henry To'oTo'o","0.0",2024,23,"HOU",15,15,"0.0","0.0","0.00","0.00","LLB"
1914,"Tommy Togiai","0.0",2024,25,"HOU",8,0,"0.0","0.0","0.00","0.00","DT"
1915,"Jalen Tolbert","103.0",2024,25,"DAL",17,15,"103.0","152.0","6.06","8.94","WR"
1916,"Zach Tom","0.0",2024,25,"GNB",17,17,"0.0","0.0","0.00","0.00","RT"
1917,"Dalvin Tomlinson","0.0",2024,30,"CLE",16,16,"0.0","0.0","0.00","0.00","LDT"
1918,"Eric Tomlinson","0.9",2024,32,"LAC",9,1,"0.9","2.9","0.1","0.32","TE"
1919,"Laken Tomlinson","0.0",2024,32,"SEA",17,17,"0.0","0.0","0.00","0.00","LG"
1920,"Kadarius Toney","0.0",2024,25,"CLE",3,0,"0.0","0.0","0.00","0.00","WR"
1921,"Khyiris Tonga","0.0",2024,28,"ARI",13,1,"0.0","0.0","0.00","0.00","DL"
1922,"Jake Tonges","0.0",2024,25,"SFO",16,0,"0.0","0.0","0.00","0.00","TE"
1923,"Robert Tonyan","0.0",2024,30,"MIN",5,0,"0.0","0.0","0.00","0.00","TE"
1924,"Casey Toohill","0.0",2024,28,"BUF",14,1,"0.0","0.0","0.00","0.00","DE"
1925,"O'Cyrus Torrence","0.0",2024,24,"BUF",17,16,"0.0","0.0","0.00","0.00","RG"
1926,"Brett Toth","0.0",2024,28,"PHI",0,0,"0.0","0.0",,,"OL"
1927,"Tommy Townsend","0.0",2024,28,"HOU",17,0,"0.0","0.0","0.00","0.00","P"
1928,"Tyrone Tracy Jr.","144.3",2024,25,"NYG",17,12,"144.3","182.3","8.49","10.72","RB"
1929,"Austin Trammell","2.0",2024,26,"JAX",1,0,"2.0","4.0","2.00","4.00","WR"
1930,"Drue Tranquill","0.0",2024,29,"KAN",16,16,"0.0","0.0","0.00","0.00","MLB"
1931,"Adam Trautman","30.8",2024,27,"DEN",17,14,"30.8","43.8","1.81","2.58","TE"
1932,"Laquon Treadwell","0.0",2024,29,"IND",2,0,"0.0","0.0","0.00","0.00","WR"
1933,"Brycen Tremayne","0.0",2024,25,"WAS",2,0,"0.0","1.0","0.00","0.5","WR"
1934,"Tommy Tremble","33.4",2024,24,"CAR",12,11,"33.4","56.4","2.78","4.7","TE"
1935,"Cory Trice","0.0",2024,24,"PIT",6,1,"0.0","0.0","0.00","0.00","CB"
1936,"Zach Triner","0.0",2024,33,"MIA,TAM",9,0,"0.0","0.0","0.00","0.00","LS"
1937,"Jeremiah Trotter Jr.","0.0",2024,22,"PHI",17,1,"0.0","0.0","0.00","0.00","LB"
1938,"Mitchell Trubisky","15.3",2024,30,"BUF",9,0,"15.3","15.3","1.7","1.7","QB"
1939,"Joe Tryon-Shoyinka","0.0",2024,25,"TAM",15,11,"0.0","0.0","0.00","0.00","LOLB"
1940,"Dalton Tucker","0.0",2024,24,"IND",14,7,"0.0","0.0","0.00","0.00","RG"
1941,"Justin Tucker","138.0",2024,35,"BAL",17,0,"138.0","138.0","8.12","8.12","K"
1942,"Sean Tucker","59.7",2024,23,"TAM",17,0,"59.7","68.7","3.51","4.04","RB"
1943,"Tre Tucker","82.3",2024,23,"LVR",17,14,"82.3","129.3","4.84","7.61","WR"
1944,"Jay Tufele","0.0",2024,25,"CIN",13,3,"0.0","0.0","0.00","0.00","DT"
1945,"Marlon Tuipulotu","0.0",2024,25,"KAN",2,1,"0.0","0.0","0.00","0.00","DT"
1946,"Tuli Tuipulotu","0.0",2024,22,"LAC",17,9,"0.0","0.0","0.00","0.00","OLB"
1947,"Laremy Tunsil","0.0",2024,30,"HOU",17,17,"0.0","0.0","0.00","0.00","LT"
1948,"Josh Tupou","0.0",2024,30,"BAL",3,0,"0.0","0.0","0.00","0.00","NT"
1949,"Dallas Turner","0.0",2024,21,"MIN",16,0,"0.0","0.0","0.00","0.00","OLB"
1950,"DJ Turner","31.1",2024,27,"LVR",12,6,"31.1","47.1","2.59","3.93","WR"
1951,"DJ Turner","0.0",2024,24,"CIN",11,6,"0.0","0.0","0.00","0.00","CB"
1952,"Kobie Turner","0.0",2024,25,"LAR",17,16,"0.0","0.0","0.00","0.00","LDE"
1953,"Payton Turner","0.0",2024,25,"NOR",16,0,"0.0","0.0","0.00","0.00","DE"
1954,"Zeke Turner","0.0",2024,28,"DET,HOU",10,0,"0.0","0.0","0.00","0.00","LB"
1955,"KaVontae Turpin","73.2",2024,28,"DAL",17,2,"73.2","104.2","4.31","6.13","WR"
1956,"Shy Tuttle","0.0",2024,29,"CAR",15,15,"0.0","0.0","0.00","0.00","NT"
1957,"Joshua Uche","0.0",2024,26,"KAN,NWE",13,1,"0.0","0.0","0.00","0.00","DE"
1958,"Oli Udoh","0.0",2024,27,"NOR",14,1,"0.0","0.0","0.00","0.00","OL"
1959,"Isaac Ukwu","0.0",2024,25,"DET",2,1,"0.0","0.0","0.00","0.00","DL"
1960,"Edefuan Ulofoshio","0.0",2024,24,"BUF",4,1,"0.0","0.0","0.00","0.00","LB"
1961,"Brent Urban","0.0",2024,33,"BAL",13,0,"0.0","0.0","0.00","0.00","DL"
1962,"Eyioma Uwazurike","0.0",2024,26,"DEN",4,0,"0.0","0.0","0.00","0.00","DL"
1963,"C.J. Uzomah","0.0",2024,31,"PHI",7,3,"0.0","0.0","0.00","0.00","TE"
1964,"Sione Vaki","5.1",2024,23,"DET",16,0,"5.1","8.1","0.32","0.51","RB"
1965,"Marquez Valdes-Scantling","65.5",2024,30,"BUF,NOR",14,8,"65.5","84.5","4.68","6.04","WR"
1966,"Carrington Valentine","0.0",2024,23,"GNB",15,7,"0.0","0.0","0.00","0.00","CB"
1967,"Ryan Van Demark","0.0",2024,26,"BUF",14,2,"0.0","0.0","0.00","0.00","T"
1968,"Andrew Van Ginkel","0.0",2024,29,"MIN",17,17,"0.0","0.0","0.00","0.00","RLB"
1969,"Cole Van Lanen","0.0",2024,26,"JAX",9,3,"0.0","0.0","0.00","0.00","OL"
1970,"Lukas Van Ness","0.0",2024,23,"GNB",17,0,"0.0","0.0","0.00","0.00","DL"
1971,"Kyle Van Noy","0.0",2024,33,"BAL",16,13,"0.0","0.0","0.00","0.00","ROLB"
1972,"Sedrick Van Pran-Granger","0.0",2024,23,"BUF",16,1,"0.0","0.0","0.00","0.00","OL"
1973,"Greg Van Roten","0.0",2024,34,"NYG",17,17,"0.0","0.0","0.00","0.00","RG"
1974,"Nick Vannett","31.5",2024,31,"TEN",17,10,"31.5","48.5","1.85","2.85","TE"
1975,"Ben VanSumeren","0.0",2024,24,"PHI",11,1,"0.0","1.0","0.00","0.09","LB"
1976,"Deuce Vaughn","8.8",2024,23,"DAL",7,0,"8.8","11.8","1.26","1.69","RB"
1977,"Ke'Shawn Vaughn","0.4",2024,27,"SFO",3,0,"0.4","0.4","0.13","0.13","RB"
1978,"Vita Vea","0.0",2024,29,"TAM",16,16,"0.0","0.0","0.00","0.00","NT"
1979,"Devaughn Vele","65.5",2024,27,"DEN",13,7,"65.5","106.5","5.04","8.19","WR"
1980,"Alijah Vera-Tucker","0.0",2024,25,"NYJ",15,15,"0.0","0.0","0.00","0.00","RG"
1981,"Jared Verse","0.0",2024,24,"LAR",17,16,"0.0","0.0","0.00","0.00","ROLB"
1982,"Kendal Vickers","0.0",2024,29,"NOR",1,0,"0.0","0.0","0.00","0.00","DT"
1983,"Kimani Vidal","27.7",2024,23,"LAC",10,0,"27.7","32.7","2.77","3.27","RB"
1984,"Nick Vigil","0.0",2024,31,"DAL",16,1,"0.0","0.0","0.00","0.00","LB"
1985,"Kindle Vildor","0.0",2024,27,"DET",17,2,"0.0","0.0","0.00","0.00","CB"
1986,"Jalen Virgil","0.0",2024,26,"BUF",7,0,"0.0","0.0","0.00","0.00","WR"
1987,"Travis Vokolek","0.0",2024,26,"ARI",1,0,"0.0","0.0","0.00","0.00","TE"
1988,"Cordell Volson","0.0",2024,26,"CIN",17,15,"0.0","0.0","0.00","0.00","LG"
1989,"Andrew Vorhees","0.0",2024,25,"BAL",15,3,"0.0","0.0","0.00","0.00","OL"
1990,"Jaylen Waddle","91.6",2024,26,"MIA",15,15,"91.6","149.6","6.11","9.97","WR"
1991,"Bobby Wagner","0.0",2024,34,"WAS",17,17,"0.0","0.0","0.00","0.00","MLB"
1992,"Corliss Waitman","0.0",2024,29,"PIT",16,0,"0.0","0.0","0.00","0.00","P"
1993,"Matt Waletzko","0.0",2024,25,"DAL",7,0,"0.0","0.0","0.00","0.00","OT"
1994,"Anthony Walker","0.0",2024,29,"MIA",14,8,"0.0","0.0","0.00","0.00","LILB"
1995,"DeMarcus Walker","0.0",2024,30,"CHI",17,17,"0.0","0.0","0.00","0.00","RDE"
1996,"Devontez Walker","8.1",2024,23,"BAL",9,0,"8.1","9.1","0.9","1.01","WR"
1997,"Kenneth Walker III","135.2",2024,24,"SEA",11,11,"135.2","181.2","12.29","16.47","RB"
1998,"Mykal Walker","0.0",2024,27,"WAS",17,0,"0.0","0.0","0.00","0.00","OLB"
1999,"Quay Walker","0.0",2024,24,"GNB",13,13,"0.0","0.0","0.00","0.00","LLB"
2000,"Rasheed Walker","0.0",2024,24,"GNB",17,17,"0.0","0.0","0.00","0.00","LT"
2001,"Travon Walker","0.0",2024,24,"JAX",17,17,"0.0","0.0","0.00","0.00","RDE"
2002,"Caedan Wallace","0.0",2024,24,"NWE",6,2,"0.0","0.0","0.00","0.00","T"
2003,"Josh Wallace","0.0",2024,24,"LAR",17,3,"0.0","0.0","0.00","0.00","DB"
2004,"K'Von Wallace","0.0",2024,27,"SEA",9,0,"0.0","0.0","0.00","0.00","S"
2005,"Levi Wallace","0.0",2024,29,"DEN",13,2,"0.0","0.0","0.00","0.00","CB"
2006,"Trevin Wallace","0.0",2024,21,"CAR",13,8,"0.0","0.0","0.00","0.00","LILB"
2007,"Tylan Wallace","25.3",2024,25,"BAL",17,0,"25.3","36.3","1.49","2.14","WR"
2008,"Brandon Walton","0.0",2024,26,"CAR",1,0,"0.0","0.0","0.00","0.00","OT"
2009,"Alex Ward","0.0",2024,25,"LAR",17,0,"0.0","0.0","0.00","0.00","LS"
2010,"Charvarius Ward","0.0",2024,28,"SFO",12,12,"0.0","0.0","0.00","0.00","LCB"
2011,"Denzel Ward","0.0",2024,27,"CLE",16,16,"0.0","0.0","0.00","0.00","LCB"
2012,"Jay Ward","0.0",2024,24,"MIN",16,0,"0.0","0.0","0.00","0.00","S"
2013,"Jihad Ward","0.0",2024,30,"MIN",17,2,"0.0","0.0","0.00","0.00","OLB"
2014,"Jimmie Ward","0.0",2024,33,"HOU",10,10,"0.0","0.0","0.00","0.00","S"
2015,"Jonathan Ward","2.2",2024,27,"PIT",4,0,"2.2","2.2","0.55","0.55","RB"
2016,"Fred Warner","0.0",2024,28,"SFO",17,17,"0.0","0.0","0.00","0.00","MLB"
2017,"Carter Warren","0.0",2024,25,"NYJ",6,1,"0.0","0.0","0.00","0.00","T"
2018,"Jaylen Warren","86.1",2024,26,"PIT",15,0,"86.1","124.1","5.74","8.27","RB"
2019,"Ar'Darius Washington","0.0",2024,25,"BAL",17,10,"0.0","0.0","0.00","0.00","S"
2020,"Broderick Washington Jr.","0.0",2024,28,"BAL",15,5,"0.0","0.0","0.00","0.00","DT"
2021,"Carlos Washington","0.0",2024,26,"ATL",1,0,"0.0","0.0","0.00","0.00","RB"
2022,"Casey Washington","1.4",2024,23,"ATL",8,0,"1.4","2.4","0.18","0.3","WR"
2023,"Darnell Washington","26.0",2024,23,"PIT",17,9,"26.0","45.0","1.53","2.65","TE"
2024,"Malik Washington","28.8",2024,23,"MIA",14,3,"28.8","54.8","2.06","3.91","WR"
2025,"Montrell Washington","0.0",2024,25,"KAN",1,0,"0.0","0.0","0.00","0.00","WR"
2026,"Parker Washington","65.0",2024,22,"JAX",17,7,"65.0","97.0","3.82","5.71","WR"
2027,"Carlos Watkins","0.0",2024,31,"DAL,WAS",16,0,"0.0","0.0","0.00","0.00","DE"
2028,"Blake Watson","2.3",2024,25,"DEN",2,0,"2.3","3.3","1.15","1.65","RB"
2029,"Christian Watson","76.3",2024,25,"GNB",15,15,"76.3","105.3","5.09","7.02","WR"
2030,"Deshaun Watson","76.7",2024,29,"CLE",7,7,"76.7","76.7","10.96","10.96","QB"
2031,"Jaylen Watson","0.0",2024,26,"KAN",6,6,"0.0","0.0","0.00","0.00","RCB"
2032,"Justin Watson","40.9",2024,28,"KAN",17,7,"40.9","62.9","2.41","3.7","WR"
2033,"Leroy Watson","0.0",2024,26,"TEN",4,4,"0.0","0.0","0.00","0.00","T"
2034,"Nathaniel Watson","0.0",2024,24,"CLE",14,1,"0.0","0.0","0.00","0.00","LB"
2035,"T.J. Watt","0.0",2024,30,"PIT",17,17,"0.0","0.0","0.00","0.00","LOLB"
2036,"Luke Wattenberg","0.0",2024,27,"DEN",13,13,"0.0","0.0","0.00","0.00","C"
2037,"Armon Watts","0.0",2024,28,"NYG",5,0,"0.0","0.0","0.00","0.00","DT"
2038,"Eric Watts","0.0",2024,24,"NYJ",14,0,"0.0","0.0","0.00","0.00","DL"
2039,"Markees Watts","0.0",2024,25,"TAM",5,0,"0.0","0.0","0.00","0.00","OLB"
2040,"Tress Way","0.0",2024,34,"WAS",17,0,"0.0","0.0","0.00","0.00","P"
2041,"Jared Wayne","0.0",2024,24,"HOU",3,0,"0.0","0.0","0.00","0.00","WR"
2042,"Rashad Weaver","0.0",2024,27,"HOU",3,0,"0.0","0.0","0.00","0.00","OLB"
2043,"Xavier Weaver","0.0",2024,24,"ARI",2,0,"0.0","0.0","0.00","0.00","WR"
2044,"Sam Webb","0.0",2024,26,"LVR",11,0,"0.0","0.0","0.00","0.00","CB"
2045,"Jon Weeks","0.0",2024,38,"HOU",17,0,"0.0","0.0","0.00","0.00","LS"
2046,"Kristian Welch","0.0",2024,26,"DEN,BAL",15,2,"0.0","0.0","0.00","0.00","LB"
2047,"Carson Wentz","4.7",2024,32,"KAN",3,1,"4.7","4.7","1.57","1.57","QB"
2048,"Pete Werner","0.0",2024,25,"NOR",13,13,"0.0","0.0","0.00","0.00","LLB"
2049,"Nick Westbrook-Ikhine","103.7",2024,27,"TEN",17,9,"103.7","135.7","6.1","7.98","WR"
2050,"Jack Westover","0.0",2024,25,"NWE",3,0,"0.0","0.0","0.00","0.00","TE"
2051,"Tershawn Wharton","0.0",2024,26,"KAN",17,10,"0.0","0.0","0.00","0.00","RDT"
2052,"Tyrus Wheat","0.0",2024,25,"DAL",8,0,"0.0","0.0","0.00","0.00","DE"
2053,"Daniel Whelan","0.0",2024,25,"GNB",17,0,"0.0","0.0","0.00","0.00","P"
2054,"Cody White","4.4",2024,26,"SEA",4,0,"4.4","6.4","1.1","1.6","WR"
2055,"DaShaun White","0.0",2024,24,"SFO",1,0,"0.0","0.0","0.00","0.00","LB"
2056,"Devin White","0.0",2024,26,"HOU",7,1,"0.0","0.0","0.00","0.00","LB"
2057,"Keion White","0.0",2024,25,"NWE",17,13,"0.0","0.0","0.00","0.00","LDE"
2058,"Kyzir White","0.0",2024,28,"ARI",17,17,"0.0","0.0","0.00","0.00","RILB"
2059,"Mike White","1.1",2024,29,"BUF",1,0,"1.1","1.1","1.1","1.1","QB"
2060,"Rachaad White","148.6",2024,25,"TAM",16,15,"148.6","199.6","9.29","12.48","RB"
2061,"Tre'Davious White","0.0",2024,29,"LAR,BAL",11,4,"0.0","0.0","0.00","0.00","DB"
2062,"Zamir White","23.3",2024,25,"LVR",8,5,"23.3","29.3","2.91","3.66","RB"
2063,"Cody Whitehair","0.0",2024,32,"LVR",12,3,"0.0","0.0","0.00","0.00","OG"
2064,"Jordan Whitehead","0.0",2024,27,"TAM",12,12,"0.0","0.0","0.00","0.00","FS"
2065,"Blake Whiteheart","11.1",2024,24,"CLE",11,2,"11.1","17.1","1.01","1.55","TE"
2066,"Benton Whitley","0.0",2024,25,"NYG",2,0,"0.0","0.0","0.00","0.00","OLB"
2067,"Jordan Whittington","30.5",2024,24,"LAR",15,3,"30.5","52.5","2.03","3.5","WR"
2068,"Josh Whyle","32.8",2024,25,"TEN",17,4,"32.8","60.8","1.93","3.58","TE"
2069,"Dontayvion Wicks","71.5",2024,23,"GNB",17,5,"71.5","110.5","4.21","6.5","WR"
2070,"Nate Wiggins","0.0",2024,21,"BAL",15,6,"0.0","0.0","0.00","0.00","CB"
2071,"Mitchell Wilcox","0.0",2024,28,"NWE",2,0,"0.0","0.0","0.00","0.00","TE"
2072,"Jared Wiley","0.7",2024,24,"KAN",7,2,"0.7","1.7","0.1","0.24","TE"
2073,"Kristian Wilkerson","7.8",2024,27,"LVR",3,0,"7.8","9.8","2.6","3.27","WR"
2074,"Christian Wilkins","0.0",2024,29,"LVR",5,5,"0.0","0.0","0.00","0.00","DT"
2075,"Elijah Wilkinson","0.0",2024,29,"ATL",2,0,"0.0","0.0","0.00","0.00","OL"
2076,"Avery Williams","0.0",2024,26,"ATL",17,0,"0.0","0.0","0.00","0.00","RB"
2077,"Caleb Williams","254.5",2024,23,"CHI",17,17,"254.5","254.5","14.97","14.97","QB"
2078,"Chris Williams","0.0",2024,26,"CHI",17,1,"0.0","0.0","0.00","0.00","DT"
2079,"Connor Williams","0.0",2024,27,"SEA",9,9,"0.0","0.0","0.00","0.00","C"
2080,"D.J. Williams","0.0",2024,24,"TAM",1,0,"0.0","0.0","0.00","0.00","RB"
2081,"Darious Williams","0.0",2024,31,"LAR",12,11,"0.0","0.0","0.00","0.00","LCB"
2082,"Dee Williams","0.0",2024,25,"NYG,SEA",13,0,"0.0","0.0","0.00","0.00","DB"
2083,"DeShawn Williams","0.0",2024,32,"CAR",12,1,"0.0","0.0","0.00","0.00","DT"
2084,"Dorian Williams","0.0",2024,23,"BUF",17,11,"0.0","0.0","0.00","0.00","RLB"
2085,"Evan Williams","0.0",2024,23,"GNB",13,6,"0.0","0.0","0.00","0.00","S"
2086,"Garrett Williams","0.0",2024,23,"ARI",16,11,"0.0","0.0","0.00","0.00","LCB"
2087,"Isaiah Williams","0.6",2024,23,"CIN,DET",8,0,"0.6","2.6","0.08","0.33","WR"
2088,"Jamaal Williams","28.1",2024,29,"NOR",14,1,"28.1","37.1","2.01","2.65","RB"
2089,"James Williams","0.0",2024,21,"TEN",13,1,"0.0","0.0","0.00","0.00","LB"
2090,"Jameson Williams","154.2",2024,23,"DET",15,11,"154.2","212.2","10.28","14.15","WR"
2091,"Javonte Williams","105.9",2024,24,"DEN",17,11,"105.9","157.9","6.23","9.29","RB"
2092,"Jonah Williams","0.0",2024,27,"ARI",6,6,"0.0","0.0","0.00","0.00","OL"
2093,"Jonah Williams","0.0",2024,29,"DET,MIN,LAR",9,1,"0.0","0.0","0.00","0.00","DL"
2094,"Joshua Williams","0.0",2024,25,"KAN",17,6,"0.0","0.0","0.00","0.00","CB"
2095,"Kyren Williams","238.1",2024,24,"LAR",16,16,"238.1","272.1","14.88","17.01","RB"
2096,"Leonard Williams","0.0",2024,30,"SEA",16,16,"0.0","0.0","0.00","0.00","LDE"
2097,"Marcus Williams","0.0",2024,28,"BAL",11,9,"0.0","0.0","0.00","0.00","FS"
2098,"Mike Williams","35.8",2024,30,"NYJ,PIT",18,5,"35.8","56.8","1.99","3.16","WR"
2099,"Milton Williams","0.0",2024,25,"PHI",17,7,"0.0","0.0","0.00","0.00","DT"
2100,"Quincy Williams","0.0",2024,28,"NYJ",17,17,"0.0","0.0","0.00","0.00","LILB"
2101,"Quinnen Williams","0.0",2024,27,"NYJ",16,16,"0.0","0.0","0.00","0.00","NT"
2102,"Rodney Williams","0.0",2024,26,"PIT",6,0,"0.0","0.0","0.00","0.00","TE"
2103,"Trayveon Williams","0.0",2024,27,"CIN",17,0,"0.0","0.0","0.00","0.00","RB"
2104,"Trent Williams","0.0",2024,36,"SFO",10,10,"0.0","0.0","0.00","0.00","LT"
2105,"Kendall Williamson","0.0",2024,24,"LAC",2,0,"0.0","0.0","0.00","0.00","DB"
2106,"Brayden Willis","0.0",2024,25,"SFO",10,0,"0.0","0.0","0.00","0.00","TE"
2107,"Malik Willis","51.8",2024,25,"GNB",7,2,"51.8","51.8","7.4","7.4","QB"
2108,"Jedrick Wills Jr.","0.0",2024,25,"CLE",5,4,"0.0","0.0","0.00","0.00","T"
2109,"Cedrick Wilson Jr.","29.9",2024,29,"NOR",15,4,"29.9","49.9","1.99","3.33","WR"
2110,"Divaad Wilson","0.0",2024,24,"ARI,NYG",5,0,"0.0","0.0","0.00","0.00","CB"
2111,"Donovan Wilson","0.0",2024,29,"DAL",17,17,"0.0","0.0","0.00","0.00","FS"
2112,"Emanuel Wilson","85.0",2024,25,"GNB",17,0,"85.0","96.0","5.00","5.65","RB"
2113,"Eric Wilson","0.0",2024,30,"GNB",17,12,"0.0","0.0","0.00","0.00","MLB"
2114,"Garrett Wilson","150.9",2024,24,"NYJ",17,17,"150.9","251.9","8.88","14.82","WR"
2115,"Jeff Wilson","7.6",2024,29,"MIA",9,0,"7.6","10.6","0.84","1.18","RB"
2116,"Johnny Wilson","9.8",2024,23,"PHI",16,4,"9.8","14.8","0.61","0.93","WR"
2117,"Logan Wilson","0.0",2024,28,"CIN",11,11,"0.0","0.0","0.00","0.00","LLB"
2118,"Mack Wilson","0.0",2024,26,"ARI",16,16,"0.0","0.0","0.00","0.00","LILB"
2119,"Marco Wilson","0.0",2024,25,"CIN,NWE",16,0,"0.0","0.0","0.00","0.00","CB"
2120,"Michael Wilson","77.5",2024,24,"ARI",16,13,"77.5","124.5","4.84","7.78","WR"
2121,"Payton Wilson","0.0",2024,24,"PIT",17,4,"0.0","0.0","0.00","0.00","LB"
2122,"Roman Wilson","0.0",2024,23,"PIT",1,0,"0.0","0.0","0.00","0.00","WR"
2123,"Russell Wilson","172.8",2024,36,"PIT",11,11,"172.8","172.8","15.71","15.71","QB"
2124,"Tyree Wilson","0.0",2024,24,"LVR",16,4,"0.0","0.0","0.00","0.00","DE"
2125,"James Winchester","0.0",2024,35,"KAN",17,0,"0.0","0.0","0.00","0.00","LS"
2126,"Jacoby Windmon","0.0",2024,23,"CAR",8,2,"0.0","0.0","0.00","0.00","LB"
2127,"Antoine Winfield Jr.","0.0",2024,26,"TAM",9,9,"0.0","0.0","0.00","0.00","SS"
2128,"Andrew Wingard","0.0",2024,28,"JAX",8,2,"0.0","0.0","0.00","0.00","S"
2129,"Mekhi Wingo","0.0",2024,21,"DET",11,0,"0.0","0.0","0.00","0.00","DL"
2130,"Jameis Winston","131.1",2024,30,"CLE",12,7,"131.1","131.1","10.93","10.93","QB"
2131,"Dee Winters","0.0",2024,24,"SFO",15,10,"0.0","0.0","0.00","0.00","RLB"
2132,"Tristan Wirfs","0.9",2024,25,"TAM",16,16,"0.9","0.9","0.06","0.06","LT"
2133,"Deatrich Wise Jr.","0.0",2024,30,"NWE",15,5,"0.0","0.0","0.00","0.00","DE"
2134,"Mitch Wishnowsky","3.0",2024,32,"SFO",9,0,"3.0","3.0","0.33","0.33","P"
2135,"Ahkello Witherspoon","0.0",2024,29,"LAR",13,5,"0.0","0.0","0.00","0.00","CB"
2136,"Devon Witherspoon","0.0",2024,24,"SEA",17,17,"0.0","0.0","0.00","0.00","LCB"
2137,"Charlie Woerner","4.6",2024,27,"ATL",16,5,"4.6","11.6","0.29","0.73","TE"
2138,"Samuel Womack","0.0",2024,25,"IND",17,8,"0.0","0.0","0.00","0.00","CB"
2139,"D.J. Wonnum","0.0",2024,27,"CAR",8,8,"0.0","0.0","0.00","0.00","LOLB"
2140,"Julius Wood","0.0",2024,23,"TEN",9,0,"0.0","0.0","0.00","0.00","S"
2141,"Zach Wood","0.0",2024,31,"NOR",17,0,"0.0","0.0","0.00","0.00","LS"
2142,"Colby Wooden","0.0",2024,24,"GNB",13,1,"0.0","0.0","0.00","0.00","DL"
2143,"Charles Woods","0.0",2024,24,"LAR",12,0,"0.0","0.0","0.00","0.00","CB"
2144,"Josh Woods","0.0",2024,28,"ATL",5,0,"0.0","0.0","0.00","0.00","LB"
2145,"Michael Woods II","6.5",2024,24,"CLE",5,2,"6.5","13.5","1.3","2.7","WR"
2146,"Robert Woods","18.3",2024,32,"HOU",15,4,"18.3","38.3","1.22","2.55","WR"
2147,"Xavier Woods","0.0",2024,29,"CAR",17,17,"0.0","0.0","0.00","0.00","FS"
2148,"Riq Woolen","0.0",2024,25,"SEA",15,14,"0.0","0.0","0.00","0.00","RCB"
2149,"Chandler Wooten","0.0",2024,25,"CAR",5,2,"0.0","0.0","0.00","0.00","LB"
2150,"Daryl Worley","0.0",2024,29,"TEN",9,7,"0.0","0.0","0.00","0.00","CB"
2151,"Chris Wormley","0.0",2024,31,"BAL",2,0,"0.0","0.0","0.00","0.00","DL"
2152,"Xavier Worthy","128.2",2024,21,"KAN",17,13,"128.2","187.2","7.54","11.01","WR"
2153,"Alex Wright","0.0",2024,24,"CLE",4,0,"0.0","0.0","0.00","0.00","DE"
2154,"Brock Wright","22.0",2024,26,"DET",17,8,"22.0","35.0","1.29","2.06","TE"
2155,"Darnell Wright","0.0",2024,23,"CHI",16,16,"0.0","0.0","0.00","0.00","RT"
2156,"Jaylen Wright","23.7",2024,21,"MIA",15,1,"23.7","26.7","1.58","1.78","RB"
2157,"Matthew Wright","53.0",2024,28,"KAN,TEN,SFO",5,0,"53.0","53.0","10.6","10.6","K"
2158,"Nahshon Wright","0.0",2024,26,"MIN",1,0,"0.0","0.0","0.00","0.00","CB"
2159,"Ryan Wright","0.0",2024,24,"MIN",17,0,"0.0","0.0","0.00","0.00","P"
