"Id","Player","FantPt","Season","Age","Team","G","GS","FantPt","PPR","FantPt","PPR/G","Pos"
1091,"Jake Kubas","0.0",2024,24,"NYG",5,3,"0.0","0.0","0.00","0.00","OG"
1092,"Christian Kuntz","0.0",2024,30,"PIT",17,0,"0.0","0.0","0.00","0.00","LS"
1093,"Zack Kuntz","0.0",2024,25,"NYJ",1,0,"0.0","0.0","0.00","0.00","TE"
1094,"Cooper Kupp","108.0",2024,31,"LAR",12,11,"108.0","175.0","9.00","14.58","WR"
1095,"William Kwenkeu","0.0",2024,27,"BAL",2,0,"0.0","0.0","0.00","0.00","LB"
1096,"Tyler Lacy","0.0",2024,25,"JAX",13,8,"0.0","0.0","0.00","0.00","LDT"
1097,"Quentin Lake","0.0",2024,25,"LAR",17,16,"0.0","0.0","0.00","0.00","SS"
1098,"CeeDee Lamb","162.4",2024,25,"DAL",15,15,"162.4","263.4","10.83","17.56","WR"
1099,"Kendall Lamm","0.0",2024,32,"MIA",15,7,"0.0","0.0","0.00","0.00","T"
1100,"Chris Lammons","0.0",2024,28,"IND",14,1,"0.0","0.0","0.00","0.00","CB"
1101,"Cam Lampkin","0.0",2024,23,"LAR",4,0,"0.0","0.0","0.00","0.00","DB"
1102,"Trey Lance","12.7",2024,24,"DAL",4,1,"12.7","12.7","3.18","3.18","QB"
1103,"Isaiah Land","0.0",2024,24,"IND",10,0,"0.0","0.0","0.00","0.00","DE"
1104,"Nathan Landman","0.0",2024,26,"ATL",13,9,"0.0","0.0","0.00","0.00","LB"
1105,"Harold Landry","0.0",2024,28,"TEN",17,17,"0.0","0.0","0.00","0.00","ROLB"
1106,"Sam LaPorta","114.6",2024,23,"DET",16,16,"114.6","174.6","7.16","10.91","TE"
1107,"Kamari Lassiter","0.0",2024,21,"HOU",14,14,"0.0","0.0","0.00","0.00","RCB"
1108,"JC Latham","0.0",2024,21,"TEN",17,17,"0.0","1.0","0.00","0.06","LT"
1109,"Marshon Lattimore","0.0",2024,28,"NOR,WAS",9,9,"0.0","0.0","0.00","0.00","CB"
1110,"Laiatu Latu","0.0",2024,24,"IND",17,1,"0.0","0.0","0.00","0.00","DE"
1111,"Dylan Laube","0.0",2024,25,"LVR",10,0,"0.0","0.0","0.00","0.00","RB"
1112,"Jonah Laulu","0.0",2024,24,"LVR",17,7,"0.0","0.0","0.00","0.00","DT"
1113,"Sataoa Laumea","0.0",2024,23,"SEA",6,6,"0.0","0.0","0.00","0.00","OG"
1114,"DeMarcus Lawrence","0.0",2024,32,"DAL",4,4,"0.0","0.0","0.00","0.00","DE"
1115,"Dexter Lawrence","0.0",2024,27,"NYG",12,12,"0.0","0.0","0.00","0.00","LDT"
1116,"Trevor Lawrence","145.2",2024,25,"JAX",10,10,"145.2","145.2","14.52","14.52","QB"
1117,"Carl Lawson","0.0",2024,29,"DAL",15,3,"0.0","0.0","0.00","0.00","DE"
1118,"Shaq Lawson","0.0",2024,30,"CAR",1,0,"0.0","0.0","0.00","0.00","OLB"
1119,"Raheem Layne","0.0",2024,25,"NYG",2,0,"0.0","0.0","0.00","0.00","S"
1120,"Allen Lazard","89.0",2024,29,"NYJ",12,10,"89.0","126.0","7.42","10.5","WR"
1121,"DeMarvin Leal","0.0",2024,24,"PIT",5,0,"0.0","0.0","0.00","0.00","DE"
1122,"Jeremiah Ledbetter","0.0",2024,30,"JAX",15,3,"0.0","0.0","0.00","0.00","DT"
1123,"Matt Lee","0.0",2024,23,"CIN",17,1,"0.0","0.0","0.00","0.00","C"
1124,"Xavier Legette","76.1",2024,23,"CAR",16,13,"76.1","125.1","4.76","7.82","WR"
1125,"Shane Lemieux","0.0",2024,27,"NOR",7,4,"0.0","0.0","0.00","0.00","G"
1126,"Deommodore Lenoir","0.0",2024,25,"SFO",15,15,"0.0","0.0","0.00","0.00","RLB"
1127,"Titus Leo","0.0",2024,25,"NWE",4,0,"0.0","0.0","0.00","0.00","LB"
1128,"Deane Leonard","0.0",2024,25,"LAC",10,0,"0.0","0.0","0.00","0.00","DB"
1129,"Eku Leota","0.0",2024,25,"CAR,PIT",3,1,"0.0","0.0","0.00","0.00","LB"
1130,"Nick Leverett","0.0",2024,27,"ARI,NWE",6,1,"0.0","0.0","0.00","0.00","G"
1131,"Corey Levin","0.0",2024,30,"TEN",10,1,"0.0","0.0","0.00","0.00","OL"
1132,"Will Levis","119.9",2024,25,"TEN",12,12,"119.9","119.9","9.99","9.99","QB"
1133,"Cameron Lewis","0.0",2024,27,"BUF",17,6,"0.0","0.0","0.00","0.00","DB"
1134,"Damien Lewis","0.0",2024,27,"CAR",16,16,"0.0","0.0","0.00","0.00","LG"
1135,"Jourdan Lewis","0.0",2024,29,"DAL",16,13,"0.0","0.0","0.00","0.00","LCB"
1136,"Marcedes Lewis","0.2",2024,40,"CHI",17,4,"0.2","1.2","0.01","0.07","TE"
1137,"Tyquan Lewis","0.0",2024,29,"IND",10,4,"0.0","0.0","0.00","0.00","DE"
1138,"Isaiah Likely","81.7",2024,24,"BAL",16,9,"81.7","123.7","5.11","7.73","TE"
1139,"Beaux Limmer","0.0",2024,23,"LAR",16,14,"0.0","0.0","0.00","0.00","C"
1140,"Tyler Linderbaum","0.0",2024,24,"BAL",17,17,"0.0","0.0","0.00","0.00","C"
1141,"Alec Lindstrom","0.0",2024,26,"NYJ",1,0,"0.0","0.0","0.00","0.00","C"
1142,"Chris Lindstrom","0.0",2024,27,"ATL",17,17,"0.0","0.0","0.00","0.00","RG"
1143,"Cam Little","118.0",2024,21,"JAX",17,0,"118.0","118.0","6.94","6.94","K"
1144,"Walker Little","0.0",2024,25,"JAX",15,8,"0.0","0.0","0.00","0.00","LT"
1145,"Marist Liufau","0.0",2024,23,"DAL",17,9,"0.0","0.0","0.00","0.00","LB"
1146,"Devin Lloyd","0.0",2024,26,"JAX",16,16,"0.0","0.0","0.00","0.00","RLB"
1147,"MarShawn Lloyd","1.8",2024,23,"GNB",1,0,"1.8","2.8","1.8","2.8","RB"
1148,"Drew Lock","80.1",2024,28,"NYG",8,5,"80.1","80.1","10.01","10.01","QB"
1149,"P.J. Locke","0.0",2024,27,"DEN",15,15,"0.0","0.0","0.00","0.00","SS"
1150,"Tyler Lockett","72.0",2024,32,"SEA",17,14,"72.0","121.0","4.24","7.12","WR"
1151,"Zion Logue","0.0",2024,23,"BUF",2,0,"0.0","0.0","0.00","0.00","DT"
1152,"Drake London","180.8",2024,23,"ATL",17,17,"180.8","280.8","10.64","16.52","WR"
1153,"David Long","0.0",2024,26,"IND",13,0,"0.0","0.0","0.00","0.00","CB"
1154,"David Long","0.0",2024,28,"DET,MIA",13,7,"0.0","0.0","0.00","0.00","LB"
1155,"Hunter Long","6.0",2024,26,"LAR",17,2,"6.0","13.0","0.35","0.76","TE"
1156,"Roy Lopez","0.0",2024,27,"ARI",16,16,"0.0","0.0","0.00","0.00","NT"
1157,"Isaiahh Loudermilk","0.0",2024,27,"PIT",16,0,"0.0","0.0","0.00","0.00","DT"
1158,"Rick Lovato","0.0",2024,32,"PHI",17,0,"0.0","0.0","0.00","0.00","LS"
1159,"Jordan Love","233.9",2024,26,"GNB",15,15,"233.9","233.9","15.59","15.59","QB"
1160,"Julian Love","0.2",2024,26,"SEA",17,17,"0.2","0.2","0.01","0.01","FS"
1161,"Vederian Lowe","6.4",2024,25,"NWE",14,13,"6.4","7.4","0.46","0.53","LT"
1162,"Dean Lowry","0.0",2024,30,"PIT",12,1,"0.0","0.0","0.00","0.00","DT"
1163,"Abraham Lucas","0.0",2024,26,"SEA",7,7,"0.0","0.0","0.00","0.00","RT"
1164,"Cornelius Lucas","0.0",2024,33,"WAS",14,7,"0.0","0.0","0.00","0.00","T"
1165,"Hunter Luepke","14.9",2024,24,"DAL",16,4,"14.9","26.9","0.93","1.68","RB"
1166,"Jesse Luketa","0.0",2024,25,"ARI",10,2,"0.0","0.0","0.00","0.00","OLB"
1167,"Darrell Luter","0.0",2024,24,"SFO",3,0,"0.0","0.0","0.00","0.00","CB"
1168,"Wil Lutz","149.0",2024,30,"DEN",17,0,"149.0","149.0","8.76","8.76","K"
1169,"Frankie Luvu","0.0",2024,28,"WAS",17,17,"0.0","0.0","0.00","0.00","RLB"
1170,"Blake Lynch","0.0",2024,27,"KAN,LAC",2,0,"0.0","0.0","0.00","0.00","LB"
1171,"James Lynch","0.0",2024,25,"TEN",17,0,"0.0","0.0","0.00","0.00","DL"
1172,"Tyler Mabry","0.0",2024,28,"SEA",2,0,"0.0","0.0","0.00","0.00","TE"
1173,"Khalil Mack","0.0",2024,33,"LAC",16,16,"0.0","0.0","0.00","0.00","LOLB"
1174,"Avonte Maddox","0.0",2024,28,"PHI",17,3,"0.0","0.0","0.00","0.00","CB"
1175,"Nnamdi Madubuike","0.0",2024,27,"BAL",17,17,"0.0","0.0","0.00","0.00","DT"
1176,"Boye Mafe","0.0",2024,26,"SEA",15,11,"0.0","0.0","0.00","0.00","LOLB"
1177,"Atonio Mafi","0.0",2024,24,"IND",3,0,"0.0","0.0","0.00","0.00","G"
1178,"Jordan Magee","0.0",2024,23,"WAS",8,1,"0.0","0.0","0.00","0.00","LB"
1179,"Christian Mahogany","0.0",2024,24,"DET",7,1,"0.0","0.0","0.00","0.00","OL"
1180,"Patrick Mahomes","282.0",2024,29,"KAN",16,16,"282.0","283.0","17.63","17.69","QB"
1181,"Jaylen Mahoney","0.0",2024,24,"SFO",3,0,"0.0","0.0","0.00","0.00","S"
1182,"Jordan Mailata","0.0",2024,27,"PHI",12,12,"0.0","0.0","0.00","0.00","LT"
1183,"Will Mallory","2.9",2024,25,"IND",10,0,"2.9","6.9","0.29","0.69","TE"
1184,"DeAngelo Malone","0.0",2024,25,"ATL",17,0,"0.0","0.0","0.00","0.00","OLB"
1185,"Chris Manhertz","9.0",2024,32,"NYG",17,11,"9.0","12.0","0.53","0.71","TE"
1186,"Braden Mann","0.0",2024,27,"PHI",17,0,"0.0","0.0","0.00","0.00","P"
1187,"Marte Mapu","0.0",2024,25,"NWE",10,9,"0.0","0.0","0.00","0.00","SS"
1188,"Marcus Mariota","45.8",2024,31,"WAS",3,0,"45.8","45.8","15.27","15.27","QB"
1189,"Terrace Marshall Jr.","4.1",2024,24,"LVR",7,1,"4.1","7.1","0.59","1.01","WR"
1190,"Brodric Martin","0.0",2024,25,"DET",2,1,"0.0","0.0","0.00","0.00","DL"
1191,"Jacob Martin","0.0",2024,29,"CHI",11,0,"0.0","0.0","0.00","0.00","DL"
1192,"Quan Martin","0.0",2024,24,"WAS",16,16,"0.0","0.0","0.00","0.00","SS"
1193,"Sam Martin","0.0",2024,34,"BUF",17,0,"0.0","0.0","0.00","0.00","P"
1194,"Tay Martin","10.9",2024,27,"TEN",1,0,"10.9","11.9","10.9","11.9","WR"
1195,"Zack Martin","0.0",2024,34,"DAL",10,10,"0.0","0.0","0.00","0.00","RG"
1196,"David Martin-Robinson","0.6",2024,25,"TEN",5,2,"0.6","1.6","0.12","0.32","TE"
1197,"Jordan Mason","104.0",2024,25,"SFO",12,6,"104.0","115.0","8.67","9.58","RB"
1198,"Shaq Mason","0.0",2024,31,"HOU",15,15,"0.0","0.0","0.00","0.00","RG"
1199,"Luke Masterson","0.0",2024,26,"LVR",4,2,"0.0","0.0","0.00","0.00","LB"
1200,"Tyler Matakevich","0.0",2024,32,"PIT",11,0,"0.0","0.0","0.00","0.00","LB"
1201,"Tyrann Mathieu","0.0",2024,32,"NOR",17,17,"0.0","0.0","0.00","0.00","FS"
1202,"Damarri Mathis","0.0",2024,25,"DEN",10,1,"0.0","0.0","0.00","0.00","CB"
1203,"Ochaun Mathis","0.0",2024,25,"NWE,PHI",6,0,"0.0","0.0","0.00","0.00","OLB"
1204,"Phidarian Mathis","0.0",2024,26,"WAS",12,0,"0.0","0.0","0.00","0.00","DT"
1205,"Ross Matiscik","0.0",2024,28,"JAX",17,0,"0.0","0.0","0.00","0.00","LS"
1206,"Scott Matlock","2.8",2024,24,"LAC",17,11,"2.8","6.8","0.16","0.4","FB/DL"
1207,"Jake Matthews","0.0",2024,32,"ATL",17,17,"0.0","0.0","0.00","0.00","LT"
1208,"Jordan Matthews","0.0",2024,32,"CAR",4,1,"0.0","0.0","0.00","0.00","TE"
1209,"Alexander Mattison","101.4",2024,26,"LVR",14,7,"101.4","137.4","7.24","9.81","RB"
1210,"Cody Mauch","0.0",2024,25,"TAM",17,17,"0.0","0.0","0.00","0.00","RG"
1211,"Kana'i Mauga","0.0",2024,24,"LVR",12,0,"0.0","0.0","0.00","0.00","LB"
1212,"Arthur Maulet","0.0",2024,31,"BAL",3,0,"0.0","0.0","0.00","0.00","CB"
1213,"Drake Maye","177.1",2024,22,"NWE",13,12,"177.1","177.1","13.62","13.62","QB"
1214,"Marcus Maye","0.0",2024,31,"MIA,LAC",15,4,"0.0","0.0","0.00","0.00","S"
1215,"Michael Mayer","15.6",2024,23,"LVR",11,8,"15.6","36.6","1.42","3.33","TE"
1216,"Baker Mayfield","365.8",2024,29,"TAM",17,17,"365.8","365.8","21.52","21.52","QB"
1217,"Cade Mays","0.0",2024,25,"CAR",11,8,"0.0","0.0","0.00","0.00","C"
1218,"Tyreik McAllister","1.1",2024,26,"LVR",3,0,"1.1","1.1","0.37","0.37","WR"
1219,"Jude McAtamney","4.0",2024,24,"NYG",1,0,"4.0","4.0","4.00","4.00","K"
1220,"Trey McBride","138.8",2024,25,"ARI",16,16,"138.8","249.8","8.68","15.61","TE"
1221,"Christian McCaffrey","32.8",2024,28,"SFO",4,4,"32.8","47.8","8.2","11.95","RB"
1222,"Luke McCaffrey","16.8",2024,23,"WAS",17,4,"16.8","34.8","0.99","2.05","WR"
1223,"Bobby McCain","0.0",2024,31,"MIN",3,0,"0.0","0.0","0.00","0.00","S"
1224,"Tanner McCalister","0.0",2024,24,"DEN",3,0,"0.0","0.0","0.00","0.00","S"
1225,"Jase McClellan","3.2",2024,22,"ATL",2,0,"3.2","3.2","1.6","1.6","RB"
1226,"Warren McClendon","0.0",2024,23,"LAR",13,5,"0.0","0.0","0.00","0.00","OL"
1227,"Nick McCloud","0.0",2024,26,"NYG,SFO",15,5,"0.0","0.0","0.00","0.00","CB"
1228,"Ray-Ray McCloud","78.5",2024,28,"ATL",17,13,"78.5","140.5","4.62","8.26","WR"
1229,"Jaylen McCollough","0.0",2024,24,"LAR",17,1,"0.0","0.0","0.00","0.00","DB"
1230,"Ryan McCollum","0.0",2024,26,"PIT",17,2,"0.0","0.0","0.00","0.00","C"
1231,"Tristin McCollum","0.0",2024,25,"PHI",14,2,"0.0","0.0","0.00","0.00","S"
1232,"Zyon McCollum","0.0",2024,25,"TAM",17,17,"0.0","0.0","0.00","0.00","RCB"
1233,"Ladd McConkey","158.9",2024,23,"LAC",16,14,"158.9","240.9","9.93","15.06","WR"
1234,"Mason McCormick","0.0",2024,24,"PIT",17,14,"0.0","0.0","0.00","0.00","RG"
1235,"Sincere McCormick","21.2",2024,24,"LVR",5,2,"21.2","27.2","4.24","5.44","RB"
1236,"Erik McCoy","0.0",2024,27,"NOR",7,7,"0.0","0.0","0.00","0.00","C"
1237,"Marcelino McCrary-Ball","0.0",2024,25,"NYJ",12,0,"0.0","0.0","0.00","0.00","LB"
1238,"Roger McCreary","0.0",2024,24,"TEN",15,7,"0.0","0.0","0.00","0.00","CB"
1239,"Liam McCullough","0.0",2024,27,"ATL",17,0,"0.0","0.0","0.00","0.00","LS"
1240,"Will McDonald","0.0",2024,25,"NYJ",17,15,"0.0","0.0","0.00","0.00","LDE"
1241,"Isaiah McDuffie","0.0",2024,25,"GNB",17,17,"0.0","0.0","0.00","0.00","RLB"
1242,"Trent McDuffie","0.0",2024,24,"KAN",16,16,"0.0","0.0","0.00","0.00","LCB"
1243,"Jordan McFadden","0.0",2024,25,"LAC",1,0,"0.0","0.0","0.00","0.00","OL"
1244,"Micah McFadden","0.0",2024,24,"NYG",14,14,"0.0","0.0","0.00","0.00","RILB"
1245,"Kaleb McGary","0.0",2024,29,"ATL",16,16,"0.0","0.0","0.00","0.00","RT"
1246,"T.Y. McGill","0.0",2024,32,"CLE,SFO",2,0,"0.0","0.0","0.00","0.00","DT"
1247,"Mike McGlinchey","0.0",2024,30,"DEN",13,13,"0.0","0.0","0.00","0.00","RT"
1248,"Dwight McGlothern","0.0",2024,22,"MIN",5,0,"0.0","0.0","0.00","0.00","CB"
1249,"Connor McGovern","0.0",2024,31,"NOR,NYJ",7,5,"0.0","0.0","0.00","0.00","C"
1250,"Connor McGovern","0.0",2024,27,"BUF",16,16,"0.0","0.0","0.00","0.00","C"
1251,"Braiden McGregor","0.0",2024,23,"NYJ",7,0,"0.0","0.0","0.00","0.00","DE"
1252,"Cameron McGrone","0.0",2024,24,"IND",9,0,"0.0","0.0","0.00","0.00","LB"
1253,"Isaiah McGuire","0.0",2024,23,"CLE",16,3,"0.0","0.0","0.00","0.00","DE"
1254,"Kenny McIntosh","19.4",2024,24,"SEA",17,0,"19.4","22.4","1.14","1.32","RB"
1255,"Tanner McKee","28.8",2024,24,"PHI",2,1,"28.8","28.8","14.4","14.4","QB"
1256,"Takkarist McKinley","0.0",2024,29,"NYJ",7,0,"0.0","0.0","0.00","0.00","DL"
1257,"Xavier McKinney","0.0",2024,26,"GNB",17,17,"0.0","0.0","0.00","0.00","FS"
1258,"Kool-Aid McKinstry","0.0",2024,22,"NOR",15,9,"0.0","0.0","0.00","0.00","RCB"
1259,"Colton McKivitz","0.0",2024,28,"SFO",17,17,"0.0","0.0","0.00","0.00","RT"
1260,"Tanner McLachlan","0.0",2024,25,"CIN",2,0,"0.0","0.0","0.00","0.00","TE"
1261,"Chase McLaughlin","160.0",2024,28,"TAM",17,0,"160.0","160.0","9.41","9.41","K"
1262,"Jaleel McLaughlin","73.2",2024,24,"DEN",16,5,"73.2","97.2","4.58","6.08","RB"
1263,"Terry McLaurin","185.8",2024,29,"WAS",17,17,"185.8","267.8","10.93","15.75","WR"
1264,"Rodney McLeod","0.0",2024,34,"CLE",17,5,"0.0","0.0","0.00","0.00","S"
1265,"Dylan McMahon","0.0",2024,23,"LAR",1,1,"0.0","0.0","0.00","0.00","OL"
1266,"Brandon McManus","96.0",2024,33,"GNB",11,0,"96.0","96.0","8.73","8.73","K"
1267,"Jalen McMillan","98.4",2024,23,"TAM",13,12,"98.4","135.4","7.57","10.42","WR"
1268,"Raekwon McMillan","0.0",2024,29,"NWE,TEN",11,4,"0.0","0.0","0.00","0.00","LB"
1269,"Ja'Quan McMillian","0.0",2024,24,"DEN",17,9,"0.0","0.0","0.00","0.00","CB"
1270,"Patrick McMorris","0.0",2024,23,"MIA",6,0,"0.0","0.0","0.00","0.00","S"
1271,"Alim McNeill","0.0",2024,24,"DET",14,14,"0.0","0.0","0.00","0.00","RDT"
1272,"Jeremy McNichols","54.8",2024,29,"WAS",17,1,"54.8","63.8","3.22","3.75","RB"
1273,"Evan McPherson","91.0",2024,25,"CIN",12,0,"91.0","91.0","7.58","7.58","K"
1274,"Jake McQuaide","0.0",2024,37,"MIA,MIN",7,0,"0.0","0.0","0.00","0.00","LS"
1275,"Bub Means","17.8",2024,23,"NOR",7,1,"17.8","26.8","2.54","3.83","WR"
1276,"Quinn Meinerz","0.0",2024,26,"DEN",17,17,"0.0","0.0","0.00","0.00","RG"
1277,"Patrick Mekari","0.0",2024,27,"BAL",17,17,"0.0","0.0","0.00","0.00","LG"
1278,"Ifeatu Melifonwu","0.0",2024,25,"DET",3,3,"0.0","0.0","0.00","0.00","S"
1279,"Bo Melton","14.5",2024,25,"GNB",17,0,"14.5","22.5","0.85","1.32","WR"
1280,"Max Melton","0.0",2024,22,"ARI",17,3,"0.0","0.0","0.00","0.00","CB"
1281,"Jordan Meredith","0.0",2024,26,"LVR",14,8,"0.0","0.0","0.00","0.00","G"
1282,"Kaevon Merriweather","0.0",2024,25,"TAM",14,5,"0.0","0.0","0.00","0.00","S"
1283,"D.K. Metcalf","125.2",2024,27,"SEA",15,12,"125.2","191.2","8.35","12.75","WR"
1284,"John Metchie","31.4",2024,24,"HOU",13,3,"31.4","55.4","2.42","4.26","WR"
1285,"Josh Metellus","0.0",2024,26,"MIN",17,10,"0.0","0.0","0.00","0.00","S"
1286,"Jakobi Meyers","131.0",2024,28,"LVR",15,15,"131.0","218.0","8.73","14.53","WR"
1287,"Matt Milano","0.0",2024,30,"BUF",4,4,"0.0","0.0","0.00","0.00","LB"
1288,"Joshua Miles","0.0",2024,28,"NYG",1,0,"0.0","0.0","0.00","0.00","T"
1289,"Anthony Miller","1.6",2024,30,"BAL",2,0,"1.6","2.6","0.8","1.3","WR"
1290,"Dante Miller","0.0",2024,25,"NYG",2,0,"0.0","0.0","0.00","0.00","RB"
1291,"Kendre Miller","24.1",2024,22,"NOR",6,2,"24.1","29.1","4.02","4.85","RB"
1292,"Kolton Miller","0.0",2024,29,"LVR",17,17,"0.0","0.0","0.00","0.00","LT"
1293,"Ryan Miller","24.8",2024,24,"TAM",11,3,"24.8","36.8","2.25","3.35","WR"
1294,"Scott Miller","6.9",2024,27,"PIT",13,1,"6.9","11.9","0.53","0.92","WR"
1295,"Ventrell Miller","0.0",2024,25,"JAX",15,9,"0.0","0.0","0.00","0.00","LLB"
1296,"Von Miller","0.0",2024,35,"BUF",13,0,"0.0","0.0","0.00","0.00","LB"
1297,"Davis Mills","9.6",2024,26,"HOU",4,0,"9.6","9.6","2.4","2.4","QB"
1298,"Jalen Mills","0.0",2024,30,"NYJ",9,8,"0.0","0.0","0.00","0.00","S"
1299,"Joe Milton","19.2",2024,24,"NWE",1,0,"19.2","19.2","19.2","19.2","QB"
1300,"Kendall Milton","0.0",2024,22,"CIN",2,0,"0.0","0.0","0.00","0.00","RB"
1301,"Amarius Mims","0.0",2024,22,"CIN",15,13,"0.0","0.0","0.00","0.00","RT"
1302,"Jordan Mims","14.1",2024,25,"NOR",11,0,"14.1","26.1","1.28","2.37","RB"
1303,"Marvin Mims","90.5",2024,22,"DEN",17,2,"90.5","129.5","5.32","7.62","WR"
1304,"Jonathan Mingo","15.2",2024,23,"CAR,DAL",17,6,"15.2","32.2","0.89","1.89","WR"
1305,"Gardner Minshew II","96.3",2024,28,"LVR",10,9,"96.3","96.3","9.63","9.63","QB"
1306,"Adonai Mitchell","30.8",2024,22,"IND",17,7,"30.8","53.8","1.81","3.16","WR"
1307,"Cameron Mitchell","0.0",2024,23,"CLE",17,1,"0.0","0.0","0.00","0.00","CB"
1308,"James Mitchell","0.0",2024,25,"DET",1,0,"0.0","0.0","0.00","0.00","TE"
1309,"Keaton Mitchell","5.8",2024,22,"BAL",5,0,"5.8","6.8","1.16","1.36","RB"
1310,"Max Mitchell","0.0",2024,25,"NYJ",10,2,"0.0","0.0","0.00","0.00","OL"
1311,"Quinyon Mitchell","0.0",2024,23,"PHI",16,16,"0.0","0.0","0.00","0.00","LCB"
1312,"Joe Mixon","204.5",2024,28,"HOU",14,14,"204.5","240.5","14.61","17.18","RB"
1313,"Tre'von Moehrig","0.0",2024,25,"LVR",17,17,"0.0","0.0","0.00","0.00","SS"
1314,"Elijah Molden","0.0",2024,25,"LAC",15,12,"0.0","0.0","0.00","0.00","CB"
1315,"Jacob Monk","0.0",2024,23,"GNB",10,0,"0.0","0.0","0.00","0.00","OL"
1316,"Jarius Monroe","0.0",2024,24,"NYJ",5,0,"0.0","0.0","0.00","0.00","S"
1317,"David Montgomery","185.7",2024,27,"DET",14,14,"185.7","221.7","13.26","15.84","RB"
1318,"Jake Moody","112.0",2024,25,"SFO",14,0,"112.0","112.0","8.00","8.00","K"
1319,"Jeremiah Moon","0.0",2024,26,"PIT",13,1,"0.0","0.0","0.00","0.00","LB"
1320,"Darnell Mooney","129.2",2024,27,"ATL",16,16,"129.2","193.2","8.08","12.08","WR"
1321,"Chris Moore","0.0",2024,31,"ARI,WAS",5,0,"0.0","0.0","0.00","0.00","WR"
1322,"D.J. Moore","140.1",2024,27,"CHI",17,17,"140.1","238.1","8.24","14.01","WR"
1323,"Dan Moore","0.0",2024,26,"PIT",17,17,"0.0","0.0","0.00","0.00","LT"
1324,"David Moore","53.1",2024,29,"CAR",17,5,"53.1","85.1","3.12","5.01","WR"
1325,"Elijah Moore","59.9",2024,24,"CLE",17,13,"59.9","120.9","3.52","7.11","WR"
1326,"Jaylon Moore","0.0",2024,26,"SFO",15,5,"0.0","0.0","0.00","0.00","OL"
1327,"Kenny Moore","0.0",2024,29,"IND",15,15,"0.0","0.0","0.00","0.00","RCB"
1328,"Nick Moore","0.0",2024,32,"BAL",17,0,"0.0","0.0","0.00","0.00","LS"
1329,"Skyy Moore","0.0",2024,24,"KAN",6,0,"0.0","0.0","0.00","0.00","WR"
1330,"Tarvarius Moore","0.0",2024,28,"CHI",11,0,"0.0","0.0","0.00","0.00","S"
1331,"Fabian Moreau","0.0",2024,30,"MIN",7,0,"0.0","0.0","0.00","0.00","CB"
1332,"Foster Moreau","71.3",2024,27,"NOR",17,17,"71.3","103.3","4.19","6.08","TE"
1333,"Jalen Moreno-Cropper","0.0",2024,23,"DAL",1,0,"0.0","0.0","0.00","0.00","WR"
1334,"Jordan Morgan","0.0",2024,23,"GNB",6,1,"0.0","0.0","0.00","0.00","OT"
1335,"Mike Morris","0.0",2024,23,"SEA",15,0,"0.0","0.0","0.00","0.00","DE"
1336,"Quintin Morris","9.6",2024,25,"BUF",16,3,"9.6","14.6","0.6","0.91","TE"
1337,"Wanya Morris","6.1",2024,24,"KAN",17,11,"6.1","7.1","0.36","0.42","LT"
1338,"Nicholas Morrow","0.0",2024,29,"BUF,PHI",11,0,"0.0","0.0","0.00","0.00","LB"
1339,"Mitch Morse","0.0",2024,32,"JAX",17,17,"0.0","0.0","0.00","0.00","C"
1340,"Thomas Morstead","0.0",2024,38,"NYJ",17,0,"0.0","0.0","0.00","0.00","P"
1341,"Arron Mosby","0.0",2024,25,"GNB",16,0,"0.0","0.0","0.00","0.00","DL"
1342,"Emmanuel Moseley","0.0",2024,28,"DET",2,0,"0.0","0.0","0.00","0.00","CB"
1343,"Morgan Moses","0.0",2024,33,"NYJ",14,14,"0.0","0.0","0.00","0.00","RT"
1344,"C.J. Mosley","0.0",2024,32,"NYJ",4,3,"0.0","0.0","0.00","0.00","LB"
1345,"Riley Moss","0.0",2024,24,"DEN",14,14,"0.0","0.0","0.00","0.00","RCB"
1346,"Zack Moss","58.9",2024,27,"CIN",8,6,"58.9","81.9","7.36","10.24","RB"
1347,"Raheem Mostert","51.9",2024,32,"MIA",13,1,"51.9","70.9","3.99","5.45","RB"
1348,"Taylor Moton","0.0",2024,30,"CAR",14,14,"0.0","0.0","0.00","0.00","RT"
1349,"Darius Muasau","0.0",2024,23,"NYG",15,7,"0.0","0.0","0.00","0.00","LB"
1350,"Al-Quadin Muhammad","0.0",2024,29,"DET",9,2,"0.0","0.0","0.00","0.00","DL"
1351,"Israel Mukuamu","0.0",2024,25,"DAL",17,0,"0.0","0.0","0.00","0.00","S"
1352,"Nick Mullens","1.3",2024,29,"MIN",4,0,"1.3","1.3","0.33","0.33","QB"
1353,"Chad Muma","0.0",2024,25,"JAX",17,3,"0.0","0.0","0.00","0.00","LB"
1354,"Johnny Mundt","26.2",2024,30,"MIN",17,3,"26.2","45.2","1.54","2.66","TE"
1355,"Thayer Munford","0.0",2024,25,"LVR",14,4,"0.0","0.0","0.00","0.00","T"
1356,"Byron Murphy","0.0",2024,26,"MIN",17,17,"0.0","0.0","0.00","0.00","RCB"
1357,"Byron Murphy","0.0",2024,22,"SEA",14,9,"0.0","0.0","0.00","0.00","NT"
1358,"Caleb Murphy","0.0",2024,25,"TEN,LAC",5,0,"0.0","0.0","0.00","0.00","OLB"
